,label,tweet,tweets_length,cleaned_tweets,label_code
444,anger,"[USERNAME] kalo memang gak sanggup, lambaikan tangan ke camera aja bro. Nanti ada yang jemput. Pleaselah stop komen aneh2 tentang negara ini, anda khan salah satu petugas pemerintah juga tho ??? [URL]",31,username kalo memang gak sanggup lambai tangan ke camera aja bro nanti ada yang jemput pleaselah stop komen aneh2 tentang negara ini anda khan salah satu tugas perintah juga tho url,0
445,anger,temen : kuliah dimana cik? me : binus. temen : jurusan apa? me : psychology temen : bisa baca sifat gue dong? coba dong baca gue orgnya gmn EH NYET. NIH YA KL GUE BISA BACA SIFAT ORANG MAH GABAKALAN GUE GAGAL DALAM PERCINTAAN MULUS PASTI HIDUP GUE TANPA ADANYA FAKEFRENDZZ,46,temen kuliah mana cik me bus temen jurus apa me psychology temen bisa baca sifat gue dong coba dong baca gue orgnya gmn eh nyet nih ya kl gue bisa baca sifat orang mah gabakalan gue gagal dalam cinta mulus pasti hidup gue tanpa ada fakefrendzz,0
446,anger,"Siapa sich yg dipercaya FZ polisi yg sdh bekerja dg tepat wkt dan cekatan, tetap ga di percayai, mungkin hanya di sekarang lari ke arab itu aja yg dipercaya, bgmn rakyat mau percaya FZ dan FH yg selalu nyinyir tanpa bukti",41,siapa sich yg percaya fz polisi yg sdh kerja dg tepat wkt dan cekat tetap ga di percaya mungkin hanya di sekarang lari ke arab itu aja yg percaya bgmn rakyat mau percaya fz dan fh yg selalu nyinyir tanpa bukti,0
447,sadness,Wktu masih jaman sekolah kalau ada laki2 yg suka boro2 mau nanggepin ..yg ada malu nya minta ampun smpe tuh laki malah d musuhin!! Tp bocah jman skrng jomblo bentar galau nya minta ampun  ..gmn klau mereka kaya gua yg jomblo 7 tahun  #OldMoneyGakNgerasain,44,wktu masih jaman sekolah kalau ada laki2 yg suka boro2 mau nanggepin yg ada malu nya minta ampun smpe tuh laki malah d musuhin tp bocah jman skrng jomblo bentar galau nya minta ampun gmn klau mereka kaya gua yg jomblo 7 tahun oldmoneygakngerasain,2
448,happy,"model kecil tapi asal halal, bakal aja ada yang beli, bakal aja ada yang order, pas keliru bakal ada aja yang jujur. ""lu kata siapa ndri sotoy banget."" gue udah ngalamin sendiri, dari jualan pulsa dan kuoat internet 100 ribu doang. sekarang ketutup ongkos gue buat pp kerja.",48,model kecil tapi asal halal bakal aja ada yang beli bakal aja ada yang order pas keliru bakal ada aja yang jujur lu kata siapa ndri sotoy banget gue udah ngalamin sendiri dari jual pulsa dan kuoat internet 100 ribu doang sekarang tutup ongkos gue buat pp kerja,1
449,sadness,"Menamai, tapi lupa memaknai. Memenangkan, tapi enggan menenangkan. Mendewakan, tapi tidak saling mendewasakan Mencintai, tapi gemar mengintai Akhirnya memutuskan putus",20,nama tapi lupa makna menang tapi enggan tenang dewa tapi tidak saling dewasa cinta tapi gemar intai akhir putus putus,2
450,sadness,"Apabila kamu sudah tidak dianggap ada, jangan merasa bahwa kamu itu invisible, tapi merasalah intangible. Seenggaknya kamu tetap berharga meskipun tidak berwujud. #skripsibaper #kapanmarineeeeeeeeyaAllah",24,apabila kamu sudah tidak anggap ada jangan rasa bahwa kamu itu invisible tapi rasa intangible enggak kamu tetap harga meski tidak wujud skripsibaper kapanmarineeeeeeeeyaallah,2
451,happy,Jodoh itu kalau sudah waktunya ya akan ketemu juga. Minggu lalu Bli datang bawain kain. Hari ini Emak pulang membawa kebaya bordir. Yang dikasih kegirangan krn sekarang jadi punya sepasang baju cantik  [URL],33,jodoh itu kalau sudah waktu ya akan ketemu juga minggu lalu bli datang bawain kain hari ini emak pulang bawa kebaya bordir yang kasih girang krn sekarang jadi punya pasang baju cantik url,1
452,happy,"karena aku merasa tidak ditanggapi dengan akun terkait, maka aku putuskan untuk report feed tersebut ke pihak Instagram. well, hari itu juga feed yang aku report dihapus pihak ig. im happy because Instagram concern about copyright issue",37,karena aku rasa tidak tanggap dengan akun kait maka aku putus untuk report feed sebut ke pihak instagram well hari itu juga feed yang aku report hapus pihak ig im happy because instagram concern about copyright issue,1
453,anger,"Pengajian yg ustadznya provokator dan mulut jamban, wajib dibubarkan.",9,aji yg ustadznya provokator dan mulut jamban wajib bubar,0
454,happy,Akhir akhir ini banyak ketemu orang orang baik. Padahal umur mereka masih muda tapi masyaAllah ibadahnya luar biasa. Aku waktu ukur segitu ngapain aja? Sibuk sama oppa korea,28,akhir akhir ini banyak ketemu orang orang baik padahal umur mereka masih muda tapi masyaallah ibadah luar biasa aku waktu ukur segitu ngapain aja sibuk sama oppa korea,1
455,sadness,"Ada berita pendeta yg ngebunuh anak angkatnya kalo ga salah, itu pun korban dalam kondisi hamil, sebelum dibunuh juga diperkosa dulu, miris kali",23,ada berita pendeta yg ngebunuh anak angkat kalo ga salah itu pun korban dalam kondisi hamil belum bunuh juga perkosa dulu miris kali,2
456,anger,"Itu pulau buatan mumpung baru jadi pulaunya belom apartemennya ya di cancel lah, nantinya untuk kepentingan rakyat DKI. Nah kalau tempat sampah di cancel enaknya buat apa? Masa buat melihara kecebong ",31,itu pulau buat mumpung baru jadi pulau bom apartemen ya di cancel lah nanti untuk penting rakyat dki nah kalau tempat sampah di cancel enak buat apa masa buat melihara kecebong,0
457,sadness,"Adaa saat dimana emang lelah dalam perjuangan, ketika satu tujuan tidak memperlihatkan keterbukaan, lebih baik memilih mundur, untuk menggapai tujuan yg lainnya.",22,adaa saat mana emang lelah dalam juang ketika satu tuju tidak lihat buka lebih baik pilih mundur untuk gapai tuju yg lain,2
458,sadness,"Penyakit andalan dr jaman sma ampe skrg Pinggang encok Antara salah tidur, kurang minum air putih atau sudah tnggl hitung kalender saja",22,sakit andal dr jaman sma ampe skrg pinggang encok antara salah tidur kurang minum air putih atau sudah tnggl hitung kalender saja,2
459,anger,"Ustad radikal ya radikal tambah lagi disuap itu maunya dia terbukti 1T Rizik cabul dapat setelah kerahkan 212 yg tolol, sekarang pendukungnya cm bisa gigit jari dibodohi imam cabul kabur ke Arab.., makan tuh janji sorga. [URL]",37,ustad radikal ya radikal tambah lagi suap itu mau dia bukti 1t rizik cabul dapat telah kerah 212 yg tolol sekarang dukung cm bisa gigit jari bodoh imam cabul kabur ke arab makan tuh janji sorga url,0
460,sadness,"E btw ya, tumblr bener2 di blokir bwt indo yak :( Setelah berbulan-bulan, akhir nya app nya beneran kaga bisa di buka Ngiteeeerr mulu itu",25,e btw ya tumblr bener2 di blokir bwt indo yak telah bulan bulan akhir nya app nya beneran kaga bisa di buka ngiteeeerr mulu itu,2
461,anger,Warga DKI yang dimintain THR gak usah pada ngedumel ngapah.timbang setaon sekali aja juga dimintainnya.lgian kayaknya itu suka rela deh.gak dipatok harus sekian-sekian. Parcaya deh rezeki anda akan semakin mambah ,34,warga dki yang dimintain thr gak usah pada ngedumel ngapah timbang setaon sekali aja juga dimintainnya lgian kayak itu suka rela deh gak patok harus sekian sekian parcaya deh rezeki anda akan makin mambah,0
462,sadness,"Tak yakin ku kan mampu hapus rasa sakitku. Ku selalu perjuangkan cinta kita , namun apa salahku? Hingga ku tak layak dapatkan Kesungguhanmu. . .",22,tak yakin ku kan mampu hapus rasa sakit ku selalu juang cinta kita namun apa salah hingga ku tak layak dapat sungguh,2
463,sadness,"Kadang suka bingung, sama orang yang seluruh hidupnya dia habiskan untuk berdebat. Memperdebatkan hal-hal yang sebenernya sepele tapi buat dia itu hal yang pantas untuk diperdebatkan. Serahlau gw cuman bisa terngowoh~",32,kadang suka bingung sama orang yang seluruh hidup dia habis untuk debat debat hal hal yang sebenernya sepele tapi buat dia itu hal yang pantas untuk debat serahlau gw cuman bisa terngowoh,2
464,happy,"[USERNAME] makasih banyak [USERNAME] atas kerja kerasnya ,nggak papa EXO nggak jadi kesini semoga EXO Planet #5 EXO bisa kesini amin , terimakasih banyak [USERNAME] :')",24,username makasih banyak username atas kerja keras nggak papa exo nggak jadi kesini moga exo planet 5 exo bisa kesini amin terimakasih banyak username,1
465,anger,"Gak habis pikir, sama orang yg bener2 udah mau nikah hitungan tinggal bbrp bulan lagi tp masih tetep main belakang. Otaknya mati kali ya! Jauhkan dari laki-laki kyk gitu Ya Allah",32,gak habis pikir sama orang yg bener2 udah mau nikah hitung tinggal bbrp bulan lagi tp masih tetep main belakang otak mati kali ya jauh dari laki laki kyk gitu ya allah,0
466,anger,"Ini!!! Banyak yang bilang milih sopir mobil harus yang bener, karena bisa membawamu masuk jurang. Lah kamu mau disopirin sama orang yang hafal 30 jus apa sama orang yang punya SIM A dan jam terbang tinggi? [URL]",37,ini banyak yang bilang milih sopir mobil harus yang bener karena bisa bawa masuk jurang lah kamu mau disopirin sama orang yang hafal 30 jus apa sama orang yang punya sim a dan jam terbang tinggi url,0
467,sadness,"Udah buru2 pulang biar bisa nonton ""The Clash of Titan"" eehh.... Serena memutuskan retired karena cedera otot lengan. Ya gimana lagi...kesehatan adlh yg utama kan. Setelah ini udah jelas, i'm rooting for Maria Sharapova. #RolandGarros18 [URL]",38,udah buru2 pulang biar bisa nonton the clash of titan eehh rena putus retired karena cedera otot lengan ya gimana lagi sehat adlh yg utama kan telah ini udah jelas i m rooting for maria sharapova rolandgarros18 url,2
468,anger,"kaum kampret tetep mikirnya kebalik seperti kampret dipohon, mana ada WTP buat 2018? Yg ada WTP 2017, GOBLOG kok ditunjukin.",20,kaum kampret tetep mikirnya balik seperti kampret pohon mana ada wtp buat 2018 yg ada wtp 2017 goblog kok ditunjukin,0
469,happy,"Precious feeling gue bener pasti dapet rappline. Pas, buka ehh beneran dapet mas namjoon sama koh yoong seneng banget aku tuh",21,precious feeling gue bener pasti dapet rappline pas buka ehh beneran dapet mas namjoon sama koh yoong neng banget aku tuh,1
470,happy,"Setelah lebih dari 100 purnama menunggu. Kerja keras insan TVRI untuk lepas dari opini disclaimer, terjawab sudah. Semangat menuju WTP tahun depan. Insya Allah.",24,telah lebih dari 100 purnama tunggu kerja keras insan tvri untuk lepas dari opini disclaimer jawab sudah semangat tuju wtp tahun depan insya allah,1
471,happy,Mission accomplished! Yang penting udh ngenalin [USERNAME] ke mama papa. Tinggal tanggal mainnya lagi kaaan. Dia yg syahadat atau aku yg di baptis Wagelaseh... gimana menurut edak?? [USERNAME],28,mission accomplished yang penting udh ngenalin username ke mama papa tinggal tanggal main lagi kaaan dia yg syahadat atau aku yg di baptis wagelaseh gimana turut edak username,1
472,happy,"Terima kasih Saling mengingatkan dengan yang baik, semoga menjadi berkah bagi kita semua",13,terima kasih saling ingat dengan yang baik moga jadi berkah bagi kita semua,1
473,happy,[USERNAME] Alhamdulillah pak panglima n pak kapolri dgn selamat ditujuan kian sinergi tni n polri utk seantero nkri met tugas n sukses selalu,23,username alhamdulillah pak panglima n pak kapolri dgn selamat tuju kian sinergi tni n polri utk antero nkri met tugas n sukses selalu,1
474,fear,Kalau di lihat kebelakang ternyata sudah 4 tahun terkhir kali benar-benar berjuang sampai titik akhir. Dan sekarang untuk memulai lagi kyknya masih malas. Atau emang blm bisa membuka pintu yg lama terkunci atau hanya takut saja. Yaasudahlah jalani saja hidup ini.,42,kalau di lihat belakang nyata sudah 4 tahun terkhir kali benar benar juang sampai titik akhir dan sekarang untuk mulai lagi kyknya masih malas atau emang blm bisa buka pintu yg lama kunci atau hanya takut saja yaasudahlah jalan saja hidup ini,4
475,anger,Pecat aja. Ngga mengemis pada pemerintah. Berhenti jd munafik.,9,pecat aja ngga emis pada perintah henti jd munafik,0
476,happy,"SUBHANALLOH....... setelah ngetes anak MI yg sdh Khatam Al Qur,an baca surat pendek dan lancar Bupati : Hebatt ! Sekarang kamu ngomong sama pak Bupati, mau hadiah apa? apa saja boleh, tinggal ngomong saja nanti pak Bupati Kasih. Siswa : aku mnta hadiah DOA saja dari Pak Bupati",46,subhanalloh telah ngetes anak mi yg sdh khatam al qur an baca surat pendek dan lancar bupati hebatt sekarang kamu ngomong sama pak bupati mau hadiah apa apa saja boleh tinggal ngomong saja nanti pak bupati kasih siswa aku mnta hadiah doa saja dari pak bupati,1
477,love,"Aku tak mudah untuk mencintai, aku tak mudah mengaku ku cinta, aku tak mudah, mengatakan aku jatuh cintaaaaa. Senandungku hanya untuk cinta, tirakatku hanya untuk engkau, tiada dusta sumpah ku cinta, sampai ku menutup mataa. biarlah seperti langit, kau pandangi setiap hari,sesak tak bisa dimiliki. Aku biarlah seperti langit, jika suka kuberikan senja, jika duka kuberikan nestapa.",58,aku tak mudah untuk cinta aku tak mudah aku ku cinta aku tak mudah kata aku jatuh cintaaaaa senandung hanya untuk cinta tirakat hanya untuk engkau tiada dusta sumpah ku cinta sampai ku tutup mataa biar seperti langit kau pandang tiap hari sesak tak bisa milik aku biar seperti langit jika suka beri senja jika duka beri nestapa,3
478,love,"Kesabaran mu menghadapi ku yg membuat ku bertahan, perhatian mu yg membuat ku bertahan sayang mu pada ku pulang yg membuat mu bertahan,Keyakinan mu menjaga ku lah yg membuat ku bertahan... trimakasih sayang smoga bs lewati semua #LDRkronis",39,sabar mu hadap ku yg buat ku tahan perhati mu yg buat ku tahan sayang mu pada ku pulang yg buat mu tahan yakin mu jaga ku lah yg buat ku tahan trimakasih sayang smoga bs lewat semua ldrkronis,3
479,happy,Ternyata anak tsb minta di doakan agar kelak bisa jadi dokter.... dan pa Bupati mencium tangan anak tsb serta di doakan...... Luar biasa [USERNAME] [USERNAME],25,nyata anak tsb minta di doa agar kelak bisa jadi dokter dan pa bupati cium tangan anak tsb serta di doa luar biasa username username,1
480,anger,"dan yang terjadi adalah seseorang membalas wa status ku begini ""bang, kenapa diklaim sampe kekgitu, kan cuma foto"" Cuma foto dek? balasku begitu ! walaupun cuma ""foto"" itu juga hakcipta aku kembali bertanya seandainya karyamu digunakan orang lain tanpa izin perasaanmu bagaimana?",41,dan yang jadi adalah orang balas wa status ku begini bang kenapa klaim sampe kekgitu kan cuma foto cuma foto dek balas begitu walaupun cuma foto itu juga hakcipta aku kembali tanya anda karya guna orang lain tanpa izin asa bagaimana,0
481,sadness,Dokter knp kamu tega gak ksh aku salep bwt lebam memar2 aku..tp aku cm dksh vitamin+obat nyeri aja..pdhl tensi aku normal 110/70. Tp malah dksh vitamin. Salep yg aku butuh bgt tp gak dksh ,38,dokter knp kamu tega gak ksh aku salep bwt lebam memar2 aku tp aku cm dksh vitamin obat nyeri aja pdhl tensi aku normal 110 70 tp malah dksh vitamin salep yg aku butuh bgt tp gak dksh,2
482,happy,"Wozniacki out! Daria Kasatkina ini lhoo..mainnya gendeng, super kencang & nampar2. Hebattt. Goodluck!  #RolandGarros18 [URL]",15,wozniacki out daria kasatkina ini lhoo main gendeng super kencang nampar2 hebattt goodluck rolandgarros18 url,1
483,sadness,"Jijik apalagi yang cowok joged2 depan kamera lepas baju cuma pake boxer, apa coba.. bikin martabat cowok turu. Drastis",19,jijik apalagi yang cowok joged2 depan kamera lepas baju cuma pake boxer apa coba bikin martabat cowok turu drastis,2
484,anger,"Biji lu dia nolak, imam mata duitan kok lu percaya dia nolak?? Sdh mata duitan mesum pula, yg gigit jari pendukungnya yg Tolol",23,biji lu dia nolak imam mata duit kok lu percaya dia nolak sdh mata duit mesum pula yg gigit jari dukung yg tolol,0
485,fear,"Ngasih tehaer ke keponakan. Baju dua biji celana sebiji koko sestel sama jaket sebiji udah lebih setengah juta. Pesan: kalo lo belum sanggup secara finansial, pikirin lagi punya anaknya.",29,ngasih tehaer ke keponakan baju dua biji celana biji koko sestel sama jaket biji udah lebih tengah juta pesan kalo lo belum sanggup cara finansial pikirin lagi punya anak,4
486,anger,"Sebenarnya admin twitter [USERNAME] brp ribu orang si, no resi ditny berulangkali!! Tu alamat paket dan struk beda ama yg di input pas tracking, alias paket nyasar!!!",27,benar admin twitter username brp ribu orang si no resi ditny berulangkali tu alamat paket dan struk beda ama yg di input pas tracking alias paket nyasar,0
487,sadness,"kenangan SMA, tiap pulang sekolah sebelum pulang minta uang ke temen2 cewek masing2 seribu bilangnya buat bensin, tapi malah nyasar ke warung nongki beli udud hahahahah :(",26,kenang sma tiap pulang sekolah belum pulang minta uang ke temen2 cewek masing2 ribu bilang buat bensin tapi malah nyasar ke warung nongki beli udud hahahahah,2
488,happy,"Dulu mah kalo mau SMS dosen kudu banget mikirin kata-kata biar sopan takut Salah ngomong, pas udah lulus mah udah kaya temen aja sih wkwkw Gimana ketua kelas [USERNAME] [USERNAME] [URL]",32,dulu mah kalo mau sms dosen kudu banget mikirin kata kata biar sopan takut salah ngomong pas udah lulus mah udah kaya temen aja sih wkwkw gimana ketua kelas username username url,1
489,happy,Aq yaqin Pentagon - Shine bakal jadi lagu seribu umat juga wkwkwk tapi untuk saat ini Ikon - Love Scenario masih debessss sih hhhh dimana2 lagu itu anjerrr,26,aq yaqin pentagon shine bakal jadi lagu ribu umat juga wkwkwk tapi untuk saat ini ikon love scenario masih debessss sih hhhh dimana2 lagu itu anjerrr,1
